year,datetime,stage,stadium,city,team_name,team_goals,playing_against,win_conditions,attendance,referee,assistant_1,assistant_2,round_id,match_id,win,response
1962,02 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Czechoslovakia,0,Brazil,NA,14903,SCHWINTE Pierre (FRA),MASSARO Artur (CHI),DIENST Gottfried (SUI),231,1462,yes,1
1962,17 Jun 1962 - 14:30,Final,Nacional,Santiago De Chile,Brazil,3,Czechoslovakia,NA,68679,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),3480,1463,yes,1
1962,17 Jun 1962 - 14:30,Final,Nacional,Santiago De Chile,Czechoslovakia,1,Brazil,NA,68679,LATYCHEV Nikolaj (URS),HORN Leo (NED),DAVIDSON Bob (SCO),3480,1463,no,0
1962,07 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,England,0,Bulgaria,NA,5700,BLAVIER Arthur (BEL),REGINATO Adolfe Molina (CHI),BULNES R. (CHI),231,1464,no,0
1962,07 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Bulgaria,0,England,NA,5700,BLAVIER Arthur (BEL),REGINATO Adolfe Molina (CHI),BULNES R. (CHI),231,1464,yes,1
1962,03 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Hungary,6,Bulgaria,NA,7442,GARDEAZABAL Juan (ESP),DAVIDSON Bob (SCO),SILVA Luis (CHI),231,1470,yes,1
1962,03 Jun 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Bulgaria,1,Hungary,NA,7442,GARDEAZABAL Juan (ESP),DAVIDSON Bob (SCO),SILVA Luis (CHI),231,1470,no,0
1962,06 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Germany FR,2,Chile,NA,67224,DAVIDSON Bob (SCO),ASTON Ken (ENG),HORN Leo (NED),231,1471,yes,1
1962,06 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Chile,0,Germany FR,NA,67224,DAVIDSON Bob (SCO),ASTON Ken (ENG),HORN Leo (NED),231,1471,no,0
1962,02 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Chile,2,Italy,NA,66057,ASTON Ken (ENG),GOLDSTEIN Leo (USA),BUERGO Fernando (MEX),231,1472,yes,1
1962,02 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Italy,0,Chile,NA,66057,ASTON Ken (ENG),GOLDSTEIN Leo (USA),BUERGO Fernando (MEX),231,1472,no,0
1962,30 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Chile,3,Switzerland,NA,65006,ASTON Ken (ENG),BLAVIER Arthur (BEL),YAMASAKI MALDONADO Arturo (MEX),231,1473,yes,1
1962,30 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Switzerland,1,Chile,NA,65006,ASTON Ken (ENG),BLAVIER Arthur (BEL),YAMASAKI MALDONADO Arturo (MEX),231,1473,no,0
1962,10 Jun 1962 - 14:30,Quarter-finals,Carlos Dittborn,Arica,Chile,2,Soviet Union,NA,17268,HORN Leo (NED),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),232,1474,yes,1
1962,10 Jun 1962 - 14:30,Quarter-finals,Carlos Dittborn,Arica,Soviet Union,1,Chile,NA,17268,HORN Leo (NED),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),232,1474,no,0
1962,16 Jun 1962 - 14:30,Match for third place,Nacional,Santiago De Chile,Chile,1,Yugoslavia,NA,66697,GARDEAZABAL Juan (ESP),DUSCH Albert (GER),DOROGI Andor (HUN),3481,1475,yes,1
1962,16 Jun 1962 - 14:30,Match for third place,Nacional,Santiago De Chile,Yugoslavia,0,Chile,NA,66697,GARDEAZABAL Juan (ESP),DUSCH Albert (GER),DOROGI Andor (HUN),3481,1475,no,0
1962,03 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Soviet Union,4,Colombia,NA,8040,ETZEL FILHO Joao (BRA),DOROGI Andor (HUN),ROBLES Carlos (CHI),231,1478,no,0
1962,03 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Colombia,4,Soviet Union,NA,8040,ETZEL FILHO Joao (BRA),DOROGI Andor (HUN),ROBLES Carlos (CHI),231,1478,yes,1
1962,30 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Uruguay,2,Colombia,NA,7908,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),231,1479,yes,1
1962,30 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Colombia,1,Uruguay,NA,7908,DOROGI Andor (HUN),ETZEL FILHO Joao (BRA),GALBA Karol (TCH),231,1479,no,0
1962,07 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Yugoslavia,5,Colombia,NA,7167,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),231,1480,yes,1
1962,07 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Colombia,0,Yugoslavia,NA,7167,ROBLES Carlos (CHI),JONNI Cesare (ITA),GALBA Karol (TCH),231,1480,no,0
1962,31 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,Hungary,2,England,NA,7938,HORN Leo (NED),BLAVIER Arthur (BEL),GOLDSTEIN Leo (USA),231,1490,yes,1
1962,31 May 1962 - 15:00,Group 4,Estadio El Teniente-Codelco,Rancagua,England,1,Hungary,NA,7938,HORN Leo (NED),BLAVIER Arthur (BEL),GOLDSTEIN Leo (USA),231,1490,no,0
1962,03 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Spain,1,Mexico,NA,11875,TESANIC Branko (YUG),VICUNA Claudio (CHI),VAN ROSBERG Walter Jose (CUW),231,1497,yes,1
1962,03 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Mexico,0,Spain,NA,11875,TESANIC Branko (YUG),VICUNA Claudio (CHI),VAN ROSBERG Walter Jose (CUW),231,1497,no,0
1962,31 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Czechoslovakia,1,Spain,NA,12700,STEINER Carl (AUT),MARINO Esteban (URU),VAN ROSBERG Walter Jose (CUW),231,1498,yes,1
1962,31 May 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Spain,0,Czechoslovakia,NA,12700,STEINER Carl (AUT),MARINO Esteban (URU),VAN ROSBERG Walter Jose (CUW),231,1498,no,0
1962,31 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Germany FR,0,Italy,NA,65440,DAVIDSON Bob (SCO),MORGAN Raymond (CAN),VENTRE Luis Antonio (ARG),231,1507,no,0
1962,31 May 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Italy,0,Germany FR,NA,65440,DAVIDSON Bob (SCO),MORGAN Raymond (CAN),VENTRE Luis Antonio (ARG),231,1507,yes,1
1962,03 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Germany FR,2,Switzerland,NA,64922,HORN Leo (NED),LATYCHEV Nikolaj (URS),VENTRE Luis Antonio (ARG),231,1510,yes,1
1962,03 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Switzerland,1,Germany FR,NA,64922,HORN Leo (NED),LATYCHEV Nikolaj (URS),VENTRE Luis Antonio (ARG),231,1510,no,0
1962,10 Jun 1962 - 14:30,Quarter-finals,Nacional,Santiago De Chile,Yugoslavia,1,Germany FR,NA,63324,YAMASAKI MALDONADO Arturo (MEX),VENTRE Luis Antonio (ARG),SILVA Jose Antonio (CHI),232,1511,yes,1
1962,10 Jun 1962 - 14:30,Quarter-finals,Nacional,Santiago De Chile,Germany FR,0,Yugoslavia,NA,63324,YAMASAKI MALDONADO Arturo (MEX),VENTRE Luis Antonio (ARG),SILVA Jose Antonio (CHI),232,1511,no,0
1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio El Teniente-Codelco,Rancagua,Czechoslovakia,1,Hungary,NA,11690,LATYCHEV Nikolaj (URS),BUERGO Fernando (MEX),RUMENTCHEV Dimitar (BUL),232,1525,yes,1
1962,10 Jun 1962 - 14:30,Quarter-finals,Estadio El Teniente-Codelco,Rancagua,Hungary,0,Czechoslovakia,NA,11690,LATYCHEV Nikolaj (URS),BUERGO Fernando (MEX),RUMENTCHEV Dimitar (BUL),232,1525,no,0
1962,07 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Italy,3,Switzerland,NA,59828,LATYCHEV Nikolaj (URS),DAVIDSON Bob (SCO),RUMENTCHEV Dimitar (BUL),231,1532,yes,1
1962,07 Jun 1962 - 15:00,Group 2,Nacional,Santiago De Chile,Switzerland,0,Italy,NA,59828,LATYCHEV Nikolaj (URS),DAVIDSON Bob (SCO),RUMENTCHEV Dimitar (BUL),231,1532,no,0
1962,07 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Mexico,3,Czechoslovakia,NA,10648,DIENST Gottfried (SUI),TESANIC Branko (YUG),SUNDHEIM Jose Antonio (COL),231,1544,yes,1
1962,07 Jun 1962 - 15:00,Group 3,Estadio Sausalito,Vina Del Mar,Czechoslovakia,1,Mexico,NA,10648,DIENST Gottfried (SUI),TESANIC Branko (YUG),SUNDHEIM Jose Antonio (COL),231,1544,no,0
1962,13 Jun 1962 - 14:30,Semi-finals,Estadio Sausalito,Vina Del Mar,Czechoslovakia,3,Yugoslavia,NA,5890,DIENST Gottfried (SUI),STEINER Carl (AUT),JONNI Cesare (ITA),514,1559,yes,1
1962,13 Jun 1962 - 14:30,Semi-finals,Estadio Sausalito,Vina Del Mar,Yugoslavia,1,Czechoslovakia,NA,5890,DIENST Gottfried (SUI),STEINER Carl (AUT),JONNI Cesare (ITA),514,1559,no,0
1962,06 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Soviet Union,2,Uruguay,NA,9973,JONNI Cesare (ITA),DOROGI Andor (HUN),DUSCH Albert (GER),231,1562,yes,1
1962,06 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Uruguay,1,Soviet Union,NA,9973,JONNI Cesare (ITA),DOROGI Andor (HUN),DUSCH Albert (GER),231,1562,no,0
1962,31 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Soviet Union,2,Yugoslavia,NA,9622,DUSCH Albert (GER),ETZEL FILHO Joao (BRA),ROBLES Carlos (CHI),231,1563,yes,1
1962,31 May 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Yugoslavia,0,Soviet Union,NA,9622,DUSCH Albert (GER),ETZEL FILHO Joao (BRA),ROBLES Carlos (CHI),231,1563,no,0
1962,02 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Yugoslavia,3,Uruguay,NA,8829,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),231,1564,yes,1
1962,02 Jun 1962 - 15:00,Group 1,Carlos Dittborn,Arica,Uruguay,1,Yugoslavia,NA,8829,GALBA Karol (TCH),DUSCH Albert (GER),JONNI Cesare (ITA),231,1564,no,0
1966,23 Jul 1966 - 15:00,Quarter-finals,Wembley Stadium,London,England,1,Argentina,NA,90584,KREITLEIN Rudolf (GER),DIENST Gottfried (SUI),ZSOLT Istvan (HUN),239,1577,yes,1
1966,23 Jul 1966 - 15:00,Quarter-finals,Wembley Stadium,London,Argentina,0,England,NA,90584,KREITLEIN Rudolf (GER),DIENST Gottfried (SUI),ZSOLT Istvan (HUN),239,1577,no,0
1966,13 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham,Argentina,2,Spain,NA,42738,RUMENTCHEV Dimitar (BUL),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),238,1578,yes,1
1966,13 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham,Spain,1,Argentina,NA,42738,RUMENTCHEV Dimitar (BUL),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),238,1578,no,0
1966,16 Jul 1966 - 15:00,Group 2,Villa Park,Birmingham,Germany FR,0,Argentina,NA,46587,ZECEVIC Konstantin (YUG),FERNANDES CAMPOS Joaquim (POR),LOEOEW Bertil (SWE),238,1579,no,0
1966,16 Jul 1966 - 15:00,Group 2,Villa Park,Birmingham,Argentina,0,Germany FR,NA,46587,ZECEVIC Konstantin (YUG),FERNANDES CAMPOS Joaquim (POR),LOEOEW Bertil (SWE),238,1579,yes,1
1966,19 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,Argentina,2,Switzerland,NA,32127,FERNANDES CAMPOS Joaquim (POR),ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),238,1582,yes,1
1966,19 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,Switzerland,0,Argentina,NA,32127,FERNANDES CAMPOS Joaquim (POR),ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),238,1582,no,0
1966,12 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,Brazil,2,Bulgaria,NA,47308,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),238,1596,yes,1
1966,12 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,Bulgaria,0,Brazil,NA,47308,TSCHENSCHER Kurt (GER),McCABE George (ENG),TAYLOR John (ENG),238,1596,no,0
1966,15 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,Hungary,3,Brazil,NA,51387,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),YAMASAKI MALDONADO Arturo (MEX),238,1597,yes,1
1966,15 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,Brazil,1,Hungary,NA,51387,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),YAMASAKI MALDONADO Arturo (MEX),238,1597,no,0
1966,19 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,Portugal,3,Brazil,NA,58479,McCABE George (ENG),CALLAGHAN Leo (WAL),DAGNALL Kenneth (ENG),238,1598,yes,1
1966,19 Jul 1966 - 19:30,Group 3,Goodison Park,Liverpool,Brazil,1,Portugal,NA,58479,McCABE George (ENG),CALLAGHAN Leo (WAL),DAGNALL Kenneth (ENG),238,1598,no,0
1966,20 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester,Hungary,3,Bulgaria,NA,24129,GOICOECHEA Roberto (ARG),GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),238,1599,yes,1
1966,20 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester,Bulgaria,1,Hungary,NA,24129,GOICOECHEA Roberto (ARG),GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),238,1599,no,0
1966,16 Jul 1966 - 15:00,Group 3,Old Trafford Stadium,Manchester,Portugal,3,Bulgaria,NA,25438,CODESAL Jose Maria (URU),GOICOECHEA Roberto (ARG),TSCHENSCHER Kurt (GER),238,1602,yes,1
1966,16 Jul 1966 - 15:00,Group 3,Old Trafford Stadium,Manchester,Bulgaria,0,Portugal,NA,25438,CODESAL Jose Maria (URU),GOICOECHEA Roberto (ARG),TSCHENSCHER Kurt (GER),238,1602,no,0
1966,13 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland,Italy,2,Chile,NA,27199,DIENST Gottfried (SUI),FINNEY Jim (ENG),KREITLEIN Rudolf (GER),238,1608,yes,1
1966,13 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland,Chile,0,Italy,NA,27199,DIENST Gottfried (SUI),FINNEY Jim (ENG),KREITLEIN Rudolf (GER),238,1608,no,0
1966,15 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,Korea DPR,1,Chile,NA,13792,KANDIL Aly Hussein (EGY),CRAWFORD William (SCO),FINNEY Jim (ENG),238,1609,no,0
1966,15 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,Chile,1,Korea DPR,NA,13792,KANDIL Aly Hussein (EGY),CRAWFORD William (SCO),FINNEY Jim (ENG),238,1609,yes,1
1966,20 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland,Soviet Union,2,Chile,NA,16027,ADAIR John (NIR),SCHWINTE Pierre (FRA),CLEMENTS William (ENG),238,1610,yes,1
1966,20 Jul 1966 - 19:30,Group 4,Roker Park Ground,Sunderland,Chile,1,Soviet Union,NA,16027,ADAIR John (NIR),SCHWINTE Pierre (FRA),CLEMENTS William (ENG),238,1610,no,0
1966,20 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,England,2,France,NA,98270,YAMASAKI MALDONADO Arturo (MEX),GALBA Karol (TCH),RUMENTCHEV Dimitar (BUL),238,1632,yes,1
1966,20 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,France,0,England,NA,98270,YAMASAKI MALDONADO Arturo (MEX),GALBA Karol (TCH),RUMENTCHEV Dimitar (BUL),238,1632,no,0
1966,30 Jul 1966 - 15:00,Final,Wembley Stadium,London,England,4,Germany FR,England win after extra time,96924,DIENST Gottfried (SUI),BAKHRAMOV Tofik (URS),GALBA Karol (TCH),3478,1633,yes,1
1966,30 Jul 1966 - 15:00,Final,Wembley Stadium,London,Germany FR,2,England,England win after extra time,96924,DIENST Gottfried (SUI),BAKHRAMOV Tofik (URS),GALBA Karol (TCH),3478,1633,no,0
1966,16 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,England,2,Mexico,NA,92570,LO BELLO Concetto (ITA),CHOI Duk Ryong (PRK),ASHKENAZI Menachem (ISR),238,1634,yes,1
1966,16 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,Mexico,0,England,NA,92570,LO BELLO Concetto (ITA),CHOI Duk Ryong (PRK),ASHKENAZI Menachem (ISR),238,1634,no,0
1966,26 Jul 1966 - 19:30,Semi-finals,Wembley Stadium,London,England,2,Portugal,NA,94493,SCHWINTE Pierre (FRA),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),536,1635,yes,1
1966,26 Jul 1966 - 19:30,Semi-finals,Wembley Stadium,London,Portugal,1,England,NA,94493,SCHWINTE Pierre (FRA),YAMASAKI MALDONADO Arturo (MEX),ZECEVIC Konstantin (YUG),536,1635,no,0
1966,11 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,England,0,Uruguay,NA,87148,ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),RUMENTCHEV Dimitar (BUL),238,1636,no,0
1966,11 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,Uruguay,0,England,NA,87148,ZSOLT Istvan (HUN),BAKHRAMOV Tofik (URS),RUMENTCHEV Dimitar (BUL),238,1636,yes,1
1966,20 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham,Germany FR,2,Spain,NA,42187,MARQUES Armando (BRA),VICUNA Claudio (CHI),CHOI Duk Ryong (PRK),238,1637,yes,1
1966,20 Jul 1966 - 19:30,Group 2,Villa Park,Birmingham,Spain,1,Germany FR,NA,42187,MARQUES Armando (BRA),VICUNA Claudio (CHI),CHOI Duk Ryong (PRK),238,1637,no,0
1966,15 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,Spain,2,Switzerland,NA,32028,BAKHRAMOV Tofik (URS),ZSOLT Istvan (HUN),PHILLIPS Hugh (SCO),238,1641,yes,1
1966,15 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,Switzerland,1,Spain,NA,32028,BAKHRAMOV Tofik (URS),ZSOLT Istvan (HUN),PHILLIPS Hugh (SCO),238,1641,no,0
1966,13 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,France,1,Mexico,NA,69237,ASHKENAZI Menachem (ISR),FERNANDES CAMPOS Joaquim (POR),GALBA Karol (TCH),238,1650,no,0
1966,13 Jul 1966 - 19:30,Group 1,Wembley Stadium,London,Mexico,1,France,NA,69237,ASHKENAZI Menachem (ISR),FERNANDES CAMPOS Joaquim (POR),GALBA Karol (TCH),238,1650,yes,1
1966,15 Jul 1966 - 19:30,Group 1,White City,London,Uruguay,2,France,NA,45662,GALBA Karol (TCH),CALLAGHAN Leo (WAL),MARQUES Armando (BRA),238,1653,yes,1
1966,15 Jul 1966 - 19:30,Group 1,White City,London,France,1,Uruguay,NA,45662,GALBA Karol (TCH),CALLAGHAN Leo (WAL),MARQUES Armando (BRA),238,1653,no,0
1966,12 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,Germany FR,5,Switzerland,NA,36127,PHILLIPS Hugh (SCO),ADAIR John (NIR),LOEOEW Bertil (SWE),238,1656,yes,1
1966,12 Jul 1966 - 19:30,Group 2,Hillsborough,Sheffield,Switzerland,0,Germany FR,NA,36127,PHILLIPS Hugh (SCO),ADAIR John (NIR),LOEOEW Bertil (SWE),238,1656,no,0
1966,25 Jul 1966 - 19:30,Semi-finals,Goodison Park,Liverpool,Germany FR,2,Soviet Union,NA,38273,LO BELLO Concetto (ITA),CODESAL Jose Maria (URU),GARDEAZABAL Juan (ESP),536,1659,yes,1
1966,25 Jul 1966 - 19:30,Semi-finals,Goodison Park,Liverpool,Soviet Union,1,Germany FR,NA,38273,LO BELLO Concetto (ITA),CODESAL Jose Maria (URU),GARDEAZABAL Juan (ESP),536,1659,no,0
1966,23 Jul 1966 - 15:00,Quarter-finals,Hillsborough,Sheffield,Germany FR,4,Uruguay,NA,40007,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),239,1660,yes,1
1966,23 Jul 1966 - 15:00,Quarter-finals,Hillsborough,Sheffield,Uruguay,0,Germany FR,NA,40007,FINNEY Jim (ENG),KANDIL Aly Hussein (EGY),PHILLIPS Hugh (SCO),239,1660,no,0
1966,13 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester,Portugal,3,Hungary,NA,29886,CALLAGHAN Leo (WAL),HOWLEY Kevin (ENG),CLEMENTS William (ENG),238,1675,yes,1
1966,13 Jul 1966 - 19:30,Group 3,Old Trafford Stadium,Manchester,Hungary,1,Portugal,NA,29886,CALLAGHAN Leo (WAL),HOWLEY Kevin (ENG),CLEMENTS William (ENG),238,1675,no,0
1966,23 Jul 1966 - 15:00,Quarter-finals,Roker Park Ground,Sunderland,Soviet Union,2,Hungary,NA,26844,GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),FERNANDES CAMPOS Joaquim (POR),239,1676,yes,1
1966,23 Jul 1966 - 15:00,Quarter-finals,Roker Park Ground,Sunderland,Hungary,1,Soviet Union,NA,26844,GARDEAZABAL Juan (ESP),CODESAL Jose Maria (URU),FERNANDES CAMPOS Joaquim (POR),239,1676,no,0
1966,19 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,Korea DPR,1,Italy,NA,17829,SCHWINTE Pierre (FRA),ADAIR John (NIR),TAYLOR John (ENG),238,1679,yes,1
1966,19 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,Italy,0,Korea DPR,NA,17829,SCHWINTE Pierre (FRA),ADAIR John (NIR),TAYLOR John (ENG),238,1679,no,0
1966,16 Jul 1966 - 15:00,Group 4,Roker Park Ground,Sunderland,Soviet Union,1,Italy,NA,27793,KREITLEIN Rudolf (GER),CRAWFORD William (SCO),KANDIL Aly Hussein (EGY),238,1682,yes,1
1966,16 Jul 1966 - 15:00,Group 4,Roker Park Ground,Sunderland,Italy,0,Soviet Union,NA,27793,KREITLEIN Rudolf (GER),CRAWFORD William (SCO),KANDIL Aly Hussein (EGY),238,1682,no,0
1966,19 Jul 1966 - 16:30,Group 1,Wembley Stadium,London,Uruguay,0,Mexico,NA,61112,LOEOEW Bertil (SWE),VICUNA Claudio (CHI),LO BELLO Concetto (ITA),238,1689,no,0
1966,19 Jul 1966 - 16:30,Group 1,Wembley Stadium,London,Mexico,0,Uruguay,NA,61112,LOEOEW Bertil (SWE),VICUNA Claudio (CHI),LO BELLO Concetto (ITA),238,1689,yes,1
1966,23 Jul 1966 - 15:00,Quarter-finals,Goodison Park,Liverpool,Portugal,5,Korea DPR,NA,40248,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),239,1702,yes,1
1966,23 Jul 1966 - 15:00,Quarter-finals,Goodison Park,Liverpool,Korea DPR,3,Portugal,NA,40248,ASHKENAZI Menachem (ISR),GALBA Karol (TCH),SCHWINTE Pierre (FRA),239,1702,no,0
1966,28 Jul 1966 - 19:30,Match for third place,Wembley Stadium,London,Portugal,2,Soviet Union,NA,87696,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),KANDIL Aly Hussein (EGY),3479,1709,yes,1
1966,28 Jul 1966 - 19:30,Match for third place,Wembley Stadium,London,Soviet Union,1,Portugal,NA,87696,DAGNALL Kenneth (ENG),HOWLEY Kevin (ENG),KANDIL Aly Hussein (EGY),3479,1709,no,0
1966,12 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,Soviet Union,3,Korea DPR,NA,23006,GARDEAZABAL Juan (ESP),KANDIL Aly Hussein (EGY),DIENST Gottfried (SUI),238,1710,yes,1
1966,12 Jul 1966 - 19:30,Group 4,Ayresome Park,Middlesbrough,Korea DPR,0,Soviet Union,NA,23006,GARDEAZABAL Juan (ESP),KANDIL Aly Hussein (EGY),DIENST Gottfried (SUI),238,1710,no,0
1970,03 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,Belgium,3,El Salvador,NA,92205,RADULESCU Andrei (ROU),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),250,1747,yes,1
1970,03 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,El Salvador,0,Belgium,NA,92205,RADULESCU Andrei (ROU),GLOECKNER Rudolf (GDR),TSCHENSCHER Kurt (GER),250,1747,no,0
1970,11 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,Mexico,1,Belgium,NA,108192,COEREZZA Norberto Angel (ARG),LANDAUER Henry (USA),HORMAZABAL DIAZ Rafael (CHI),250,1752,yes,1
1970,11 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,Belgium,0,Mexico,NA,108192,COEREZZA Norberto Angel (ARG),LANDAUER Henry (USA),HORMAZABAL DIAZ Rafael (CHI),250,1752,no,0
1970,06 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,Soviet Union,4,Belgium,NA,95261,SCHEURER Ruedi (SUI),LANDAUER Henry (USA),DAVIDSON Bob (SCO),250,1753,yes,1
1970,06 Jun 1970 - 16:00,Group 1,Estadio Azteca,Mexico City,Belgium,1,Soviet Union,NA,95261,SCHEURER Ruedi (SUI),LANDAUER Henry (USA),DAVIDSON Bob (SCO),250,1753,no,0
1970,07 Jun 1970 - 12:00,Group 3,Jalisco,Guadalajara,Brazil,1,England,NA,66843,KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),MACHIN Roger (FRA),250,1764,yes,1
1970,07 Jun 1970 - 12:00,Group 3,Jalisco,Guadalajara,England,0,Brazil,NA,66843,KLEIN Abraham (ISR),YAMASAKI MALDONADO Arturo (MEX),MACHIN Roger (FRA),250,1764,no,0
1970,21 Jun 1970 - 12:00,Final,Estadio Azteca,Mexico City,Brazil,4,Italy,NA,107412,GLOECKNER Rudolf (GDR),SCHEURER Ruedi (SUI),COEREZZA Norberto Angel (ARG),3476,1765,yes,1
1970,21 Jun 1970 - 12:00,Final,Estadio Azteca,Mexico City,Italy,1,Brazil,NA,107412,GLOECKNER Rudolf (GDR),SCHEURER Ruedi (SUI),COEREZZA Norberto Angel (ARG),3476,1765,no,0
1970,14 Jun 1970 - 12:00,Quarter-finals,Jalisco,Guadalajara,Brazil,4,Peru,NA,54233,LORAUX Vital (BEL),MARSCHALL Ferdinand (AUT),EMSBERGER Gyula (HUN),251,1768,yes,1
